"Time-","FSC-A-","SSC-A-","FITC-A-IgG","PE-A-IgG2A","PerCP-Cy5-5-A-","PE-Cy7-A-","APC-A-","APC-Cy7-A-","Pacific Blue-A-","AmCyan-A-"
422.60,57991.57,18358.34,174.23,78.60,-40.61,13.10,74.20,24.38,97.18,157.07
422.60,154518.00,112307.60,144.10,116.59,192.57,128.38,199.28,108.12,393.24,485.90
422.80,127676.64,104878.59,136.24,107.42,224.01,6.55,94.34,67.84,345.78,322.05
423.00,123212.18,109873.63,267.24,221.39,234.49,-22.27,287.26,45.58,340.13,502.85
423.10,111493.20,106188.59,178.16,154.58,222.70,20.96,223.66,129.32,313.01,298.32
423.40,120736.07,94891.16,204.36,131.00,284.27,13.10,287.26,40.28,294.93,209.05
423.60,71186.57,18444.80,116.59,110.04,77.29,0.00,30.74,-19.08,85.88,66.67
423.60,130843.45,99504.98,108.73,138.86,238.42,31.44,36.04,-15.90,359.34,406.80
423.70,134864.73,109260.55,121.83,133.62,15.72,-31.44,166.42,72.08,308.49,236.17
423.90,63429.73,18405.50,208.29,140.17,51.09,96.94,8.48,2.12,32.77,201.14
423.90,120313.84,83353.98,155.89,85.15,153.27,99.56,168.54,20.14,235.04,329.96
424.10,142581.53,137222.50,172.92,176.85,225.32,-26.20,223.66,60.42,381.94,468.95
424.20,133261.31,118552.38,277.72,294.75,250.21,36.68,352.98,16.96,325.44,326.57
424.50,36167.04,10098.79,124.45,96.94,48.47,-37.99,34.98,-71.02,101.70,114.13
424.70,142872.73,109673.20,289.51,204.36,124.45,-2.62,449.44,109.18,309.62,461.04
424.70,66730.30,25754.60,158.51,161.13,-28.82,58.95,118.72,116.60,158.20,163.85
424.80,46628.40,12138.46,175.54,73.36,112.66,-19.65,57.24,4.24,19.21,218.09
425.70,128393.73,106619.59,123.14,225.32,141.48,-6.55,159.00,67.84,300.58,317.53
426.30,140877.11,132886.39,208.29,209.60,149.34,-24.89,314.82,-30.74,429.40,438.44
426.70,44024.89,15764.54,98.25,17.03,-27.51,1.31,4.24,-112.36,131.08,106.22
427.10,173850.05,203236.02,222.70,237.11,331.43,52.40,491.84,21.20,735.63,577.43
427.10,47702.20,15113.47,193.88,2.62,262.00,14.41,-3.18,-93.28,74.58,120.91
427.30,142918.23,114484.83,285.58,129.69,64.19,3.93,298.92,12.72,281.37,364.99
427.50,125981.31,131986.42,161.13,148.03,471.60,15.72,246.98,74.20,351.43,313.01
427.80,47296.34,10379.13,113.97,-3.93,86.46,-47.16,-19.08,59.36,7.91,47.46
427.90,99783.32,104996.49,216.15,142.79,179.47,73.36,193.98,-28.62,402.28,477.99
428.20,51336.74,14669.38,220.08,51.09,-6.55,6.55,56.18,-32.86,105.09,37.29
428.40,105303.38,86294.94,104.80,93.01,171.61,15.72,117.66,41.34,280.24,274.59
428.50,125904.88,112354.77,262.00,208.29,206.98,-17.03,195.04,-3.18,305.10,397.76
428.60,138013.33,119575.48,113.97,153.27,334.05,-56.33,155.82,-1.06,271.20,395.50
428.70,88878.79,55857.09,168.99,204.36,292.13,5.24,191.86,-54.06,247.47,344.65
429.20,28806.05,16764.07,91.70,124.45,100.87,31.44,-1.06,89.04,99.44,88.14
429.30,54968.55,19545.20,286.89,204.36,111.35,18.34,38.16,22.26,46.33,226.00
429.70,132839.08,113438.13,206.98,52.40,171.61,-27.51,218.36,47.70,300.58,266.68
429.70,147104.23,157134.50,355.01,217.46,322.26,66.81,323.30,-19.08,516.41,649.75
429.90,81782.61,19630.35,98.25,28.82,-3.93,24.89,74.20,106.00,36.16,179.67
429.90,134791.94,111690.59,301.30,175.54,213.53,-7.86,124.02,-27.56,355.95,524.32
430.10,145140.45,137880.11,151.96,206.98,134.93,20.96,198.22,4.24,406.80,520.93
430.40,51627.03,10355.55,52.40,11.79,30.13,31.44,-8.48,74.20,72.32,27.12
430.40,136551.88,116545.45,203.05,111.35,99.56,-28.82,204.58,58.30,271.20,427.14
430.60,84621.81,55118.25,192.57,221.39,91.70,83.84,132.50,-83.74,247.47,358.21
431.00,42102.97,10879.55,140.17,-44.54,81.22,-26.20,21.20,-39.22,66.67,113.00
431.00,55504.54,14867.19,137.55,93.01,-9.17,2.62,11.66,-37.10,96.05,170.63
431.10,161477.69,137496.28,264.62,186.02,226.63,100.87,207.76,41.34,442.96,459.91
431.20,105124.11,106235.76,311.78,237.11,158.51,1.31,168.54,143.10,395.50,349.17
431.80,96377.20,92573.77,148.03,68.12,204.36,-6.55,61.48,62.54,296.06,364.99
431.80,150221.89,171435.77,209.60,148.03,310.47,-15.72,344.50,99.64,494.94,506.24
431.80,135488.08,102440.69,268.55,166.37,111.35,79.91,269.24,87.98,409.06,384.20
432.00,106044.13,65756.76,189.95,129.69,64.19,34.06,80.56,-57.24,249.73,305.10
432.20,68906.11,21587.49,117.90,100.87,6.55,-1.31,18.02,-6.36,127.69,85.88
432.50,147359.94,130056.80,221.39,172.92,428.37,48.47,288.32,124.02,402.28,503.98
432.80,50995.49,17216.02,222.70,200.43,293.44,39.30,-15.90,16.96,70.06,185.32
432.80,46503.73,16034.40,68.12,43.23,167.68,-2.62,37.10,7.42,158.20,190.97
433.00,135853.91,130389.53,225.32,153.27,132.31,5.24,102.82,-32.86,493.81,355.95
433.20,90668.77,104578.60,174.23,186.02,166.37,2.62,416.58,189.74,380.81,367.25
433.20,115605.49,83947.41,107.42,179.47,199.12,-104.80,130.38,-69.96,226.00,216.96
433.50,46524.66,15689.87,244.97,107.42,75.98,40.61,51.94,31.80,37.29,128.82
433.70,58322.81,24880.83,116.59,47.16,193.88,64.19,107.06,-78.44,90.40,207.92
433.80,63098.49,17058.82,128.38,-120.52,201.74,26.20,0.00,-46.64,57.63,118.65
434.00,105233.31,54171.12,282.96,474.22,141.48,85.15,83.74,89.04,200.01,349.17
434.20,137480.08,140416.28,302.61,243.66,352.39,1.31,334.96,22.26,473.47,508.50
434.20,128494.73,110713.34,176.85,243.66,224.01,34.06,183.38,4.24,343.52,422.62
434.50,121765.28,90086.08,132.31,150.65,144.10,10.48,89.04,50.88,298.32,344.65
434.50,111607.86,46043.88,163.75,235.80,148.03,52.40,126.14,47.70,167.24,197.75
434.70,91589.68,104071.63,189.95,148.03,222.70,-13.10,305.28,77.38,315.27,364.99
435.00,50191.96,10587.42,95.63,140.17,-58.95,39.30,-53.00,-30.74,114.13,101.70
435.00,76903.20,25689.10,197.81,52.40,222.70,22.27,146.28,-4.24,155.94,189.84
435.40,51356.76,16237.45,123.14,27.51,138.86,72.05,213.06,94.34,58.76,169.50
435.60,141075.48,120813.44,343.22,131.00,393.00,41.92,503.50,36.04,385.33,440.70
435.60,75586.42,22495.32,192.57,52.40,100.87,-27.51,28.62,-2.12,164.98,189.84
435.70,134097.61,130823.14,179.47,222.70,256.76,-27.51,117.66,-55.12,411.32,462.17
435.80,73763.70,18638.68,115.28,-68.12,10.48,-7.86,-26.50,-12.72,99.44,319.79
435.90,103026.56,83688.04,86.46,127.07,251.52,1.31,22.26,30.74,331.09,475.73
436.10,124411.56,115454.23,242.35,148.03,148.03,14.41,322.24,80.56,440.70,415.84
436.10,68833.31,18384.54,163.75,73.36,178.16,48.47,56.18,-11.66,79.10,100.57
436.20,103915.63,82828.68,49.78,82.53,180.78,86.46,188.68,-59.36,325.44,216.96
436.30,161029.97,146541.83,222.70,318.33,285.58,20.96,336.02,115.54,439.57,386.46
436.40,54951.26,18828.63,183.40,39.30,20.96,2.62,-81.62,-26.50,105.09,33.90
436.50,55107.78,8323.74,2.62,-5.24,55.02,32.75,-31.80,67.84,1.13,39.55
436.90,136111.44,120673.27,341.91,142.79,220.08,-3.93,280.90,-25.44,339.00,379.68
437.30,124136.74,105639.70,212.22,106.11,441.47,30.13,280.90,-24.38,354.82,461.04
437.50,136226.09,127650.33,322.26,327.50,186.02,13.10,219.42,-13.78,404.54,503.98
437.80,149290.97,132298.20,310.47,322.26,226.63,74.67,280.90,-4.24,518.67,626.02
437.90,123072.95,121649.21,159.82,191.26,62.88,55.02,139.92,60.42,361.60,386.46
438.00,50156.47,13710.46,154.58,100.87,83.84,-43.23,-26.50,-27.56,30.51,74.58
438.40,131266.59,131037.98,385.14,310.47,242.35,-64.19,127.20,2.12,350.30,589.86
438.80,163967.44,162295.89,407.41,149.34,682.51,7.86,483.36,134.62,518.67,597.77
438.90,118367.34,94085.51,203.05,133.62,225.32,-2.62,256.52,-53.00,337.87,320.92
439.00,114093.07,121828.69,145.41,171.61,222.70,-6.55,172.78,26.50,428.27,500.59
439.30,68651.31,26196.07,127.07,-41.92,110.04,0.00,145.22,62.54,79.10,209.05
439.70,135505.38,135329.55,288.20,22.27,214.84,-7.86,90.10,71.02,386.46,422.62
440.10,49717.85,10308.39,44.54,45.85,-1.31,3.93,-67.84,-43.46,11.30,18.08
440.10,138411.00,128631.52,209.60,208.29,179.47,82.53,245.92,111.30,440.70,461.04
440.10,129060.75,102524.52,153.27,175.54,280.34,61.57,210.94,12.72,309.62,233.91
440.20,26837.72,21897.96,27.51,32.75,90.39,48.47,59.36,-124.02,64.41,38.42
440.50,117379.09,108931.73,252.83,263.31,318.33,-2.62,255.46,30.74,337.87,318.66
440.50,138416.47,126667.83,176.85,208.29,370.73,19.65,268.18,53.00,366.12,395.50
440.70,69359.29,29007.33,170.30,115.28,-43.23,2.62,59.36,-63.60,117.52,195.49
440.80,58175.39,12595.65,224.01,66.81,100.87,-18.34,14.84,-137.80,57.63,97.18
440.80,51422.28,13047.60,90.39,103.49,23.58,17.03,-18.02,-1.06,74.58,209.05
441.10,69643.21,18007.26,137.55,-102.18,40.61,49.78,-21.20,-57.24,111.87,105.09
441.20,50831.69,11355.08,66.81,18.34,116.59,48.47,0.00,7.42,21.47,47.46
441.90,70933.59,24110.55,153.27,116.59,20.96,125.76,19.08,47.70,154.81,198.88
442.40,104199.55,108732.62,154.58,314.40,246.28,86.46,389.02,-96.46,292.67,435.05
442.50,144437.94,142772.97,221.39,180.78,57.64,56.33,414.46,59.36,369.51,522.06
442.60,141135.55,129893.05,227.94,244.97,292.13,1.31,188.68,42.40,444.09,499.46
442.60,46352.67,23214.51,151.96,268.55,19.65,1.31,61.48,-54.06,170.63,107.35
442.90,111065.50,106818.70,141.48,60.26,311.78,-17.03,259.70,-81.62,292.67,432.79
443.00,102862.77,86913.26,148.03,201.74,162.44,10.48,36.04,-59.36,272.33,268.94
443.00,144511.64,115958.58,244.97,212.22,224.01,9.17,487.60,9.54,444.09,429.40
443.30,95337.06,61132.46,167.68,334.05,222.70,36.68,67.84,-3.18,240.69,253.12
443.30,111929.09,113875.67,221.39,102.18,179.47,35.37,246.98,75.26,354.82,386.46
443.60,147495.53,105891.23,256.76,179.47,83.84,-14.41,464.28,-94.34,386.46,412.45
443.80,101664.29,82194.63,180.78,248.90,151.96,-39.30,178.08,69.96,197.75,294.93
444.00,153417.81,120273.71,272.48,303.92,273.79,85.15,344.50,188.68,370.64,483.64
445.30,33013.89,18164.46,155.89,163.75,37.99,5.24,106.00,-72.08,38.42,75.71
445.50,103169.43,101335.05,142.79,98.25,303.92,24.89,347.68,16.96,317.53,435.05
445.80,54880.28,13025.33,182.09,5.24,70.74,10.48,9.54,9.54,119.78,39.55
446.00,71609.72,21649.06,205.67,107.42,81.22,55.02,-2.12,-24.38,107.35,143.51
446.30,122049.20,110304.62,273.79,176.85,244.97,40.61,447.32,12.72,401.15,465.56
446.60,149928.88,127709.27,370.73,301.30,178.16,27.51,290.44,1.06,440.70,596.64
446.60,48987.12,8786.17,3.93,78.60,-3.93,10.48,45.58,74.20,64.41,63.28
446.70,116990.52,111473.13,151.96,205.67,158.51,39.30,259.70,-92.22,392.11,468.95
446.70,161075.47,166212.80,234.49,89.08,391.69,53.71,338.14,46.64,454.26,488.16
446.80,75161.45,23817.11,137.55,225.32,224.01,9.17,79.50,59.36,180.80,117.52
446.90,55079.57,18349.17,98.25,74.67,47.16,2.62,36.04,-29.68,92.66,152.55
447.00,148230.81,167114.08,386.45,119.21,364.18,-26.20,416.58,-20.14,542.40,568.39
447.50,154722.75,172119.58,301.30,349.77,268.55,69.43,313.76,42.40,596.64,545.79
447.90,57216.25,14178.13,113.97,99.56,28.82,-2.62,2.12,-42.40,39.55,162.72
448.00,120674.20,108906.84,209.60,153.27,108.73,-2.62,203.52,30.74,317.53,466.69
448.10,58891.56,16922.58,239.73,27.51,49.78,-6.55,57.24,24.38,120.91,83.62
448.20,54131.35,16779.79,132.31,35.37,9.17,-32.75,-26.50,44.52,77.97,218.09
448.30,50163.75,14430.96,115.28,57.64,70.74,-22.27,-1.06,53.00,45.20,131.08
448.40,53048.45,17032.62,99.56,86.46,72.05,-34.06,10.60,-61.48,102.83,50.85
448.40,66449.11,17108.60,225.32,125.76,7.86,-13.10,29.68,85.86,92.66,210.18
448.60,66462.77,18468.38,136.24,3.93,30.13,35.37,-12.72,53.00,113.00,186.45
448.60,108054.31,96072.77,306.54,204.36,205.67,-31.44,181.26,74.20,342.39,492.68
448.80,58582.16,15909.95,78.60,65.50,-82.53,-9.17,57.24,69.96,51.98,108.48
448.90,135154.11,116228.44,217.46,124.45,91.70,58.95,348.74,112.36,316.40,420.36
449.10,105660.10,64224.06,230.56,209.60,182.09,-1.31,55.12,56.18,226.00,302.84
449.20,142889.11,142537.16,208.29,212.22,310.47,34.06,241.68,145.22,466.69,351.43
449.40,156011.31,148437.41,305.23,166.37,340.60,55.02,294.68,113.42,475.73,603.42
449.50,154296.88,131966.78,284.27,265.93,79.91,82.53,188.68,21.20,423.75,466.69
449.50,138342.75,119999.92,168.99,246.28,324.88,28.82,261.82,-24.38,327.70,317.53
449.60,108994.34,103276.47,275.10,161.13,301.30,2.62,151.58,59.36,334.48,485.90
449.60,123159.41,113198.41,214.84,248.90,145.41,-62.88,200.34,-3.18,395.50,379.68
450.00,123914.70,117858.08,280.34,199.12,268.55,-10.48,250.16,-32.86,437.31,440.70
450.60,69606.81,27267.65,220.08,116.59,158.51,68.12,-11.66,-101.76,170.63,262.16
450.80,132607.94,127858.62,246.28,216.15,262.00,39.30,190.80,29.68,317.53,529.97
451.00,136721.14,105572.90,264.62,120.52,420.51,55.02,133.56,75.26,317.53,431.66
451.10,48338.29,15684.63,227.94,189.95,192.57,26.20,-20.14,-6.36,114.13,213.57
451.50,127801.31,109077.15,379.90,315.71,284.27,49.78,137.80,-15.90,447.48,406.80
451.90,59766.07,14411.31,128.38,77.29,81.22,13.10,63.60,97.52,55.37,125.43
452.40,142854.53,142283.03,430.99,205.67,264.62,37.99,413.40,42.40,445.22,475.73
452.60,143839.16,140338.98,176.85,112.66,231.87,78.60,415.52,46.64,445.22,445.22
452.80,84615.45,47132.49,218.77,186.02,95.63,35.37,38.16,-4.24,193.23,192.10
452.80,50899.03,15260.19,179.47,44.54,104.80,-3.93,-15.90,44.52,7.91,170.63
452.90,76625.64,22342.05,138.86,193.88,182.09,-75.98,-28.62,9.54,117.52,129.95
453.00,64946.70,21271.78,158.51,52.40,64.19,-53.71,13.78,-90.10,62.15,157.07
453.20,92692.60,25170.34,176.85,15.72,-14.41,-6.55,-33.92,-37.10,110.74,169.50
453.30,110962.67,57917.72,162.44,254.14,153.27,-24.89,104.94,-46.64,266.68,362.73
453.50,123435.13,118273.34,167.68,254.14,176.85,-1.31,84.80,13.78,331.09,398.89
453.60,73069.36,17006.42,150.65,87.77,184.71,9.17,92.22,-21.20,44.07,162.72
453.90,116065.95,113470.88,149.34,290.82,208.29,-10.48,227.90,59.36,331.09,328.83
453.90,53307.80,19572.71,225.32,68.12,13.10,3.93,89.04,43.46,50.85,197.75
454.00,124719.14,124694.96,184.71,128.38,51.09,-39.30,232.14,-40.28,326.57,387.59
454.00,117040.56,97647.40,154.58,128.38,210.91,9.17,107.06,-28.62,315.27,378.55
454.20,128666.73,114715.38,224.01,175.54,175.54,75.98,216.24,15.90,310.75,360.47
454.20,134371.52,143775.11,345.84,193.88,229.25,10.48,259.70,61.48,509.63,518.67
454.30,94517.16,93571.98,172.92,154.58,242.35,22.27,213.06,68.90,285.89,363.86
454.40,109693.23,130817.91,56.33,127.07,112.66,31.44,220.48,63.60,396.63,309.62
454.50,39344.76,15851.00,41.92,77.29,-5.24,15.72,76.32,96.46,-13.56,68.93
454.60,116436.32,103390.44,204.36,199.12,182.09,37.99,241.68,120.84,377.42,305.10
456.00,57622.11,17119.08,191.26,163.75,146.72,-11.79,14.84,-1.06,37.29,161.59
456.00,66917.77,17708.58,158.51,75.98,176.85,1.31,1.06,-39.22,101.70,138.99
456.00,111955.48,90142.41,189.95,100.87,132.31,-32.75,215.18,108.12,360.47,311.88
456.00,63250.46,18160.53,178.16,203.05,-15.72,32.75,14.84,78.44,-6.78,105.09
456.10,129349.23,87424.16,196.50,65.50,313.09,85.15,251.22,62.54,277.98,357.08
456.20,118952.48,116947.63,246.28,237.11,65.50,39.30,167.48,-36.04,409.06,387.59
456.90,65904.93,15731.79,106.11,2.62,-64.19,-2.62,14.84,-20.14,105.09,170.63
457.50,101606.96,55694.65,218.77,390.38,195.19,7.86,182.32,102.82,232.78,174.02
458.00,140462.14,128060.35,225.32,145.41,299.99,28.82,400.68,124.02,453.13,431.66
458.30,153052.91,150998.45,231.87,163.75,132.31,72.05,286.20,28.62,476.86,461.04
458.40,122543.34,96473.63,179.47,94.32,203.05,96.94,201.40,-26.50,305.10,452.00
458.40,117244.41,101455.56,222.70,168.99,120.52,34.06,128.26,75.26,401.15,378.55
458.70,111799.88,84081.04,170.30,102.18,204.36,24.89,153.70,69.96,226.00,235.04
459.00,131718.86,109850.05,140.17,205.67,258.07,53.71,128.26,-59.36,411.32,311.88
459.20,149261.84,143000.91,310.47,162.44,423.13,37.99,193.98,248.04,448.61,583.08
459.30,145422.55,121203.81,247.59,303.92,255.45,75.98,220.48,134.62,487.03,543.53
459.90,67403.70,23354.68,108.73,91.70,108.73,9.17,99.64,9.54,80.23,171.76
460.40,129913.42,92809.56,262.00,127.07,203.05,20.96,149.46,65.72,279.11,340.13
460.90,51487.80,15531.36,210.91,-22.27,52.40,72.05,90.10,-44.52,74.58,244.08
460.90,45497.27,8928.96,137.55,-11.79,89.08,-7.86,76.32,-18.02,40.68,153.68
461.00,134674.55,123582.77,284.27,230.56,124.45,17.03,288.32,89.04,380.81,509.63
461.00,96528.25,98991.45,161.13,153.27,221.39,-1.31,159.00,-28.62,300.58,342.39
461.00,123342.31,106117.85,128.38,85.15,199.12,-3.93,139.92,0.00,320.92,281.37
461.30,119266.42,88852.05,192.57,141.48,182.09,-47.16,129.32,-37.10,300.58,324.31
461.30,134210.44,108293.77,301.30,162.44,256.76,2.62,86.92,-13.78,421.49,371.77
461.40,159562.14,148132.17,186.02,175.54,117.90,20.96,334.96,-40.28,454.26,484.77
461.40,114694.59,96806.38,258.07,-57.64,276.41,36.68,294.68,-80.56,367.25,413.58
461.50,137650.25,133046.22,263.31,221.39,30.13,45.85,623.28,73.14,468.95,463.30
461.50,153305.89,147895.06,294.75,131.00,265.93,26.20,446.26,44.52,404.54,450.87
461.60,177140.61,262143.00,1940.11,1531.39,1634.88,137.55,920.08,257.58,1670.14,3387.74
461.60,118331.85,120411.27,212.22,75.98,263.31,-18.34,183.38,-71.02,400.02,516.41
462.10,116279.80,101441.16,158.51,178.16,271.17,9.17,16.96,20.14,337.87,357.08
462.20,48936.16,16841.36,299.99,167.68,334.05,-31.44,115.54,102.82,134.47,216.96
462.40,160872.53,125173.12,145.41,262.00,395.62,-9.17,171.72,49.82,416.97,477.99
462.40,71391.32,68788.09,159.82,311.78,182.09,64.19,79.50,-2.12,228.26,283.63
463.10,115839.37,111272.70,151.96,176.85,186.02,55.02,86.92,107.06,394.37,341.26
463.30,145494.44,122390.67,268.55,233.18,231.87,-10.48,142.04,69.96,343.52,453.13
463.30,74493.52,26058.52,144.10,36.68,282.96,81.22,27.56,21.20,107.35,305.10
463.40,134979.39,104171.20,193.88,241.04,229.25,-27.51,332.84,31.80,411.32,456.52
463.50,143241.28,103021.02,199.12,131.00,193.88,9.17,42.40,-23.32,437.31,398.89
463.70,159688.63,147466.69,332.74,277.72,273.79,81.22,155.82,75.26,445.22,514.15
464.10,162665.23,141104.03,197.81,203.05,195.19,78.60,405.98,69.96,435.05,433.92
464.10,164052.08,165111.08,275.10,309.16,400.86,62.88,486.54,-12.72,513.02,409.06
464.30,129819.70,98016.81,134.93,217.46,429.68,19.65,249.10,-8.48,332.22,346.91
464.50,114528.96,95147.91,224.01,125.76,91.70,96.94,207.76,113.42,302.84,340.13
464.70,134963.02,119199.52,124.45,150.65,155.89,23.58,237.44,16.96,424.88,452.00
465.30,146068.66,128541.13,158.51,182.09,138.86,83.84,266.06,-37.10,320.92,446.35
465.30,56093.31,20737.30,163.75,40.61,69.43,-70.74,16.96,108.12,23.73,160.46
466.30,56554.68,12611.37,53.71,72.05,17.03,-2.62,-59.36,65.72,-36.16,251.99
466.30,113393.28,82273.23,174.23,209.60,159.82,19.65,161.12,-22.26,307.36,403.41
466.40,128760.45,103112.72,165.06,192.57,293.44,65.50,266.06,106.00,376.29,363.86
466.40,131664.27,120895.96,157.20,246.28,251.52,96.94,425.06,57.24,398.89,380.81
466.80,111632.43,109466.22,230.56,103.49,218.77,-32.75,187.62,-73.14,386.46,404.54
466.80,31225.74,13647.58,-43.23,86.46,35.37,96.94,-49.82,191.86,54.24,127.69
466.90,53275.04,14590.78,183.40,61.57,44.54,-34.06,-6.36,27.56,65.54,148.03
466.90,55630.12,17168.86,203.05,159.82,74.67,-11.79,-54.06,62.54,144.64,158.20
467.10,127017.80,93375.48,104.80,229.25,247.59,-15.72,124.02,107.06,360.47,377.42
467.20,121488.64,103749.38,165.06,120.52,231.87,-17.03,38.16,3.18,322.05,368.38
467.30,109485.74,83537.38,174.23,213.53,247.59,13.10,93.28,39.22,267.81,290.41
467.50,58970.73,18723.83,78.60,47.16,85.15,-3.93,-84.80,-46.64,35.03,163.85
467.60,119034.38,75276.52,246.28,353.70,328.81,47.16,71.02,-26.50,341.26,405.67
467.80,90717.91,87631.13,148.03,104.80,175.54,-6.55,171.72,29.68,362.73,357.08
467.90,137962.38,127840.27,206.98,213.53,366.80,68.12,179.14,61.48,331.09,428.27
467.90,69608.63,20776.60,220.08,212.22,56.33,11.79,3.18,-58.30,91.53,132.21
468.10,118571.18,128534.58,154.58,129.69,129.69,-3.93,39.22,45.58,450.87,448.61
468.20,79472.13,26303.49,307.85,113.97,2.62,95.63,13.78,22.26,114.13,188.71
468.50,137814.05,123022.09,206.98,239.73,162.44,-9.17,145.22,59.36,400.02,405.67
468.60,108849.66,92264.61,167.68,145.41,200.43,9.17,221.54,26.50,239.56,317.53
469.20,123052.93,129003.55,222.70,243.66,251.52,10.48,136.74,122.96,445.22,387.59
469.80,113917.45,125935.53,307.85,137.55,296.06,7.86,290.44,104.94,472.34,340.13
470.00,50319.36,14111.32,141.48,138.86,77.29,30.13,-39.22,9.54,59.89,99.44
470.10,152771.72,135624.30,195.19,182.09,429.68,82.53,482.30,39.22,410.19,498.33
470.20,108340.96,94424.80,137.55,81.22,381.21,68.12,284.08,7.42,348.04,324.31
470.40,66457.30,20910.22,129.69,53.71,77.29,56.33,20.14,47.70,45.20,134.47
470.60,117078.78,93300.81,259.38,192.57,277.72,27.51,49.82,79.50,357.08,344.65
471.40,64138.62,19766.59,138.86,45.85,-15.72,44.54,-48.76,5.30,39.55,142.38
471.80,165711.00,158551.91,292.13,196.50,119.21,9.17,364.64,38.16,446.35,431.66
471.90,146425.38,131252.83,244.97,144.10,497.80,-3.93,297.86,66.78,267.81,457.65
471.90,148224.44,132840.55,280.34,161.13,297.37,26.20,241.68,10.60,489.29,472.34
472.00,115855.74,87847.29,206.98,89.08,153.27,-57.64,15.90,-87.98,343.52,306.23
472.00,77643.93,21865.21,120.52,49.78,7.86,-17.03,22.26,-19.08,122.04,161.59
472.10,73194.03,20001.08,57.64,13.10,15.72,-6.55,28.62,0.00,144.64,116.39
472.20,149373.78,134723.02,303.92,247.59,303.92,28.82,318.00,56.18,480.25,506.24
472.30,128993.41,122791.53,151.96,125.76,168.99,69.43,499.26,-7.42,235.04,395.50
472.40,101266.63,57535.20,284.27,391.69,98.25,44.54,133.56,2.12,161.59,346.91
472.60,95364.36,97998.48,119.21,136.24,205.67,64.19,223.66,75.26,236.17,371.77
472.60,48185.41,13868.97,150.65,60.26,44.54,-18.34,57.24,142.04,59.89,116.39
472.70,46947.81,15598.17,155.89,52.40,172.92,14.41,21.20,-73.14,59.89,118.65
472.70,67460.13,19908.07,197.81,58.95,31.44,36.68,-20.14,-60.42,63.28,216.96
473.10,135302.44,113253.42,131.00,218.77,121.83,73.36,179.14,-9.54,268.94,305.10
473.10,127953.28,98675.74,204.36,203.05,195.19,131.00,223.66,119.78,355.95,328.83
473.20,50794.38,12586.48,103.49,-7.86,131.00,10.48,156.88,100.70,72.32,31.64
473.30,96796.70,82029.58,134.93,314.40,91.70,55.02,269.24,-58.30,212.44,308.49
473.30,48865.18,11810.96,153.27,26.20,-26.20,17.03,99.64,-56.18,46.33,125.43
473.60,124622.68,92174.22,208.29,171.61,247.59,19.65,104.94,-32.86,309.62,272.33
473.80,127357.23,135929.53,239.73,91.70,113.97,39.30,275.60,-2.12,422.62,506.24
473.90,99769.67,99130.31,188.64,222.70,208.29,142.79,156.88,43.46,301.71,287.02
473.90,115255.14,93892.94,174.23,142.79,462.43,7.86,104.94,-58.30,277.98,326.57
474.00,140886.20,135962.28,193.88,137.55,289.51,62.88,359.34,-15.90,345.78,422.62
474.00,126178.78,113164.34,309.16,224.01,251.52,81.22,412.34,30.74,332.22,459.91
474.40,73859.24,19089.32,246.28,102.18,72.05,-19.65,48.76,-9.54,76.84,108.48
474.50,59814.30,15871.96,210.91,32.75,119.21,-7.86,55.12,167.48,65.54,179.67
474.70,74507.16,23332.41,151.96,91.70,-26.20,-18.34,67.84,-98.58,21.47,137.86
475.10,161044.53,35269.13,237.11,222.70,-13.10,104.80,89.04,22.26,219.22,174.02
475.30,79472.13,20142.56,151.96,129.69,-1.31,104.80,37.10,80.56,150.29,64.41
475.70,139344.66,149765.75,334.05,280.34,174.23,98.25,461.10,192.92,490.42,597.77
476.10,134277.78,122778.44,138.86,179.47,250.21,90.39,218.36,-27.56,336.74,426.01
476.10,108302.74,127794.42,136.24,176.85,51.09,35.37,221.54,11.66,395.50,405.67
476.40,68195.40,17734.78,83.84,-10.48,58.95,-18.34,78.44,-91.16,11.30,61.02
476.70,58058.00,18333.45,226.63,178.16,-9.17,-24.89,41.34,0.00,-11.30,181.93
476.80,115224.20,97908.09,150.65,94.32,74.67,-2.62,132.50,92.22,337.87,221.48
476.80,138486.53,116335.85,243.66,282.96,171.61,43.23,112.36,40.28,329.96,372.90
476.80,115808.42,107087.26,116.59,112.66,310.47,15.72,169.60,-5.30,290.41,314.14
476.80,143901.94,114597.48,317.02,93.01,399.55,22.27,369.94,120.84,352.56,355.95
477.00,120928.99,115865.56,208.29,180.78,123.14,27.51,163.24,-43.46,403.41,420.36
477.20,151140.08,144486.44,319.64,167.68,313.09,27.51,355.10,-3.18,477.99,509.63
477.40,105440.80,94605.58,193.88,60.26,299.99,-1.31,94.34,145.22,299.45,324.31
477.50,126247.95,129446.34,238.42,256.76,241.04,32.75,248.04,26.50,472.34,423.75
477.70,145561.78,109037.84,272.48,112.66,103.49,5.24,209.88,47.70,374.03,438.44
477.70,50858.08,11758.56,148.03,28.82,-5.24,34.06,-15.90,1.06,85.88,281.37
478.00,70052.71,22013.24,186.02,60.26,95.63,-7.86,117.66,-8.48,142.38,279.11
478.20,121270.24,121891.56,186.02,203.05,279.03,56.33,241.68,121.90,426.01,404.54
