"Time-","FSC-A-","SSC-A-","FITC-A-CD25","PE-A-CD127","PerCP-Cy5-5-A-CD4","PE-Cy7-A-","APC-A-","APC-Cy7-A-","Pacific Blue-A-","AmCyan-A-"
485.10,122315.84,103746.15,299.70,359.10,76.95,60.75,241.92,56.16,409.48,466.32
485.20,148118.16,194555.25,360.45,604.80,257.85,44.55,340.20,15.12,571.88,604.36
485.30,53823.68,20135.25,97.20,68.85,48.60,0.00,-29.16,117.72,20.88,147.32
485.30,131556.33,108063.45,167.40,276.75,97.20,13.50,192.24,-25.92,363.08,356.12
485.50,142709.48,143137.80,271.35,425.25,197.10,20.25,177.12,-118.80,465.16,444.28
485.90,140055.28,147394.36,241.65,264.60,153.90,8.10,225.72,2.16,419.92,457.04
485.90,158826.97,190911.61,324.00,309.15,313.20,70.20,280.80,-22.68,584.64,573.04
486.30,146862.36,145173.61,372.60,1170.45,437.40,83.70,146.88,-27.00,509.24,707.60
486.50,65587.72,22763.70,301.05,3388.50,8104.05,534.60,711.72,214.92,135.72,169.36
487.30,132483.69,158622.30,279.45,641.25,237.60,17.55,258.12,-16.20,383.96,423.40
487.30,68373.48,27156.60,469.80,2319.30,9651.15,456.30,800.28,305.64,84.68,169.36
487.60,148130.13,197230.95,268.65,1088.10,423.90,28.35,261.36,-88.56,600.88,719.20
487.70,182281.44,181603.36,255.15,270.00,299.70,32.40,278.64,-79.92,522.00,696.00
487.80,160527.13,147133.80,365.85,542.70,302.40,-1.35,138.24,79.92,412.96,609.00
488.30,148474.20,149710.95,324.00,1564.65,623.70,41.85,282.96,49.68,482.56,433.84
488.60,136467.28,127471.05,288.90,345.60,248.40,153.90,143.64,95.04,382.80,525.48
488.60,170141.13,186237.91,382.05,186.30,301.05,58.05,333.72,51.84,531.28,719.20
488.60,164867.69,172543.50,310.50,433.35,480.60,-10.80,211.68,135.00,530.12,522.00
488.70,55450.24,24159.60,344.25,54.00,8380.80,589.95,564.84,143.64,89.32,110.20
488.70,155667.69,176123.70,249.75,1085.40,693.90,71.55,528.12,24.84,468.64,567.24
488.80,153814.80,197652.16,291.60,465.75,98.55,94.50,338.04,-63.72,484.88,649.60
488.80,144221.05,168724.36,338.85,882.90,136.35,-47.25,172.80,162.00,450.08,428.04
489.10,160675.25,174587.41,257.85,1213.65,483.30,-22.95,421.20,-90.72,461.68,548.68
489.30,147098.80,135237.61,236.25,132.30,170.10,87.75,158.76,141.48,315.52,454.72
489.40,149086.92,174074.41,236.25,1609.20,460.35,63.45,393.12,-68.04,441.96,506.92
490.30,79736.40,26773.20,734.40,2544.75,450.90,-64.80,63.72,-18.36,105.56,148.48
490.50,146710.56,135326.70,236.25,567.00,437.40,14.85,105.84,143.64,397.88,454.72
490.60,124572.60,162048.61,275.40,324.00,221.40,49.95,301.32,93.96,515.04,595.08
490.70,71330.36,28062.45,580.50,2874.15,11380.50,602.10,880.20,243.00,111.36,143.84
491.10,150395.16,157214.25,253.80,400.95,168.75,21.60,335.88,36.72,401.36,452.40
491.30,142120.69,144108.45,202.50,60.75,82.35,70.20,132.84,-10.80,336.40,480.24
492.00,134412.00,109782.00,292.95,1537.65,537.30,-24.30,206.28,116.64,438.48,468.64
492.10,79547.80,28397.25,156.60,432.00,9633.60,693.90,659.88,76.68,95.12,221.56
492.10,119186.92,113229.90,170.10,153.90,276.75,39.15,171.72,91.80,385.12,373.52
492.10,69255.76,19438.65,144.45,-2.70,-6.75,43.20,68.04,-65.88,55.68,98.60
493.00,138378.13,118080.45,284.85,812.70,645.30,-17.55,372.60,-7.56,465.16,435.00
493.50,157713.77,166762.80,280.80,450.90,280.80,153.90,477.36,-4.32,516.20,562.60
493.60,85985.04,37609.65,176.85,45.90,27.00,81.00,79.92,-113.40,34.80,232.00
493.70,120428.92,108553.50,220.05,2002.05,733.05,41.85,230.04,-46.44,303.92,360.76
493.80,75038.88,27886.95,306.45,2999.70,639.90,164.70,59.40,103.68,70.76,98.60
494.00,142093.08,148722.75,211.95,469.80,184.95,54.00,348.84,185.76,469.80,437.32
494.60,117244.80,143734.50,187.65,198.45,178.20,1.35,172.80,56.16,395.56,431.52
494.90,142123.44,155405.25,311.85,132.30,145.80,0.00,178.20,31.32,505.76,517.36
495.00,151684.08,158695.20,365.85,282.15,484.65,75.60,198.72,109.08,480.24,556.80
495.20,82465.13,41180.40,183.60,113.40,-1.35,113.40,41.04,49.68,117.16,167.04
495.40,67068.92,21828.15,189.00,4147.20,855.90,-32.40,-62.64,2.16,117.16,237.80
495.40,90085.48,39286.35,186.30,164.70,162.00,-52.65,101.52,-110.16,150.80,256.36
495.50,116000.96,103981.05,132.30,44.55,490.05,6.75,100.44,0.00,370.04,344.52
495.60,155623.52,182553.75,295.65,271.35,286.20,21.60,244.08,19.44,487.20,723.84
495.70,129568.20,130277.70,166.05,180.90,33.75,-6.75,172.80,71.28,397.88,439.64
495.70,28040.68,13142.25,35.10,-5.40,59.40,-27.00,-37.80,95.04,87.00,3.48
495.80,144801.56,152396.11,291.60,110.70,184.95,17.55,62.64,144.72,396.72,421.08
496.40,72652.40,20780.55,535.95,4573.80,10174.95,426.60,698.76,208.44,117.16,141.52
496.50,142729.72,164494.80,301.05,612.90,292.95,101.25,255.96,19.44,488.36,523.16
496.60,72548.44,27307.80,349.65,247.05,199.80,-33.75,-17.28,25.92,69.60,151.96
496.90,150602.16,146605.95,348.30,3586.95,1170.45,144.45,435.24,88.56,511.56,613.64
497.00,131530.56,142948.80,186.30,1024.65,382.05,-47.25,193.32,7.56,381.64,358.44
497.00,85569.20,32402.70,499.50,3218.40,12436.20,706.05,785.16,219.24,211.12,234.32
497.10,130683.24,141520.50,232.20,432.00,399.60,48.60,122.04,16.20,352.64,411.80
497.10,128768.72,121108.50,301.05,426.60,461.70,32.40,82.08,-15.12,295.80,354.96
497.20,113229.00,124298.55,230.85,183.60,238.95,-35.10,0.00,27.00,320.16,386.28
497.40,142348.84,141671.70,275.40,607.50,184.95,13.50,356.40,50.76,422.24,410.64
498.00,118611.00,136167.75,213.30,60.75,45.90,21.60,118.80,-11.88,401.36,348.00
498.00,142875.08,156239.55,125.55,319.95,271.35,43.20,155.52,56.16,399.04,505.76
498.60,117667.09,124336.35,255.15,1638.90,688.50,62.10,236.52,74.52,367.72,437.32
498.70,143057.25,161574.75,267.30,3249.45,896.40,-10.80,305.64,46.44,586.96,541.72
499.70,129802.80,158226.75,206.55,1460.70,357.75,116.10,199.80,12.96,516.20,509.24
500.20,76166.80,26172.45,148.50,44.55,5.40,-1.35,95.04,4.32,33.64,191.40
500.30,136373.44,144270.45,114.75,162.00,353.70,6.75,195.48,14.04,350.32,513.88
500.60,130491.88,124147.35,109.35,202.50,151.20,25.65,77.76,-27.00,394.40,344.52
500.90,87949.24,32211.00,322.65,91.80,90.45,63.45,7.56,103.68,170.52,249.40
501.10,75066.48,29182.95,229.50,491.40,259.20,-16.20,89.64,-137.16,105.56,227.36
501.10,149183.52,198062.55,275.40,1263.60,735.75,18.90,250.56,93.96,570.72,538.24
501.40,60030.00,20914.20,245.70,144.45,7807.05,472.50,864.00,73.44,95.12,122.96
501.50,140898.92,165284.55,499.50,162.00,238.95,16.20,333.72,5.40,548.68,638.00
501.70,79600.24,21532.50,290.25,3067.20,4958.55,336.15,440.64,17.28,60.32,183.28
501.80,131610.61,144379.80,236.25,378.00,278.10,39.15,367.20,73.44,392.08,448.92
501.80,123412.48,144126.00,257.85,403.65,417.15,139.05,313.20,-56.16,393.24,513.88
502.80,139187.72,124422.75,236.25,769.50,415.80,40.50,120.96,49.68,437.32,454.72
502.80,84824.92,22769.10,920.70,5510.70,9833.40,399.60,603.72,48.60,69.60,191.40
503.30,130440.36,161751.61,270.00,41.85,205.20,44.55,386.64,152.28,371.20,526.64
503.70,80730.92,32490.45,540.00,2160.00,9046.35,600.75,889.92,146.88,31.32,272.60
503.90,66773.60,23764.05,229.50,2521.80,800.55,76.95,99.36,-14.04,99.76,230.84
504.80,124706.92,136528.20,140.40,531.90,399.60,-1.35,90.72,-55.08,379.32,628.72
505.00,129369.48,137745.91,135.00,375.30,263.25,63.45,241.92,-28.08,418.76,370.04
505.30,135755.20,131139.00,260.55,1042.20,521.10,-43.20,116.64,-57.24,419.92,503.44
505.30,78027.96,110007.45,253.80,348.30,282.15,13.50,247.32,96.12,422.24,477.92
505.40,159150.80,190509.30,294.30,174.15,152.55,62.10,167.40,-22.68,444.28,661.20
505.70,162547.44,174447.00,333.45,297.00,240.30,12.15,421.20,-36.72,451.24,533.60
506.20,82178.08,29066.85,202.50,213.30,129.60,66.15,56.16,180.36,76.56,204.16
506.60,168639.69,176316.75,295.65,128.25,360.45,4.05,170.64,51.84,648.44,527.80
506.70,96077.45,33949.80,584.55,241.65,85.05,10.80,28.08,127.44,67.28,140.36
506.70,83319.80,27079.65,583.20,4082.40,9166.50,540.00,677.16,137.16,98.60,204.16
507.00,128805.52,110925.45,190.35,264.60,264.60,-12.15,321.84,12.96,382.80,360.76
507.40,51799.68,90591.75,157.95,179.55,329.40,2.70,15.12,2.16,331.76,409.48
507.50,62927.08,21257.10,592.65,2926.80,9154.35,707.40,845.64,4.32,142.68,141.52
508.10,119495.13,133462.36,151.20,178.20,298.35,70.20,309.96,128.52,412.96,464.00
508.60,139392.88,124012.35,318.60,761.40,525.15,112.05,209.52,76.68,332.92,462.84
508.90,125586.45,125540.55,252.45,214.65,116.10,-4.05,302.40,-17.28,400.20,488.36
509.00,148172.44,141385.50,217.35,333.45,228.15,85.05,193.32,59.40,401.36,533.60
509.20,115081.88,132985.80,180.90,753.30,530.55,-16.20,234.36,139.32,372.36,409.48
509.50,140352.44,122899.95,265.95,351.00,284.85,12.15,117.72,-11.88,388.60,534.76
509.80,97269.77,97418.70,126.90,329.40,218.70,1.35,198.72,31.32,337.56,301.60
509.80,80888.24,37444.95,298.35,510.30,118.80,-52.65,-1.08,-77.76,120.64,276.08
510.00,141979.92,143311.95,313.20,166.05,166.05,95.85,47.52,124.20,436.16,499.96
510.70,104153.20,116833.05,225.45,800.55,584.55,4.05,154.44,-62.64,307.40,378.16
510.80,113801.24,114026.40,209.25,203.85,195.75,-18.90,154.44,51.84,357.28,377.00
511.00,148508.25,166695.30,328.05,638.55,394.20,-35.10,417.96,-41.04,553.32,638.00
511.20,138101.20,108631.80,236.25,957.15,634.50,31.05,280.80,48.60,322.48,410.64
511.20,137418.56,148049.11,284.85,942.30,483.30,86.40,292.68,62.64,410.64,479.08
511.60,98487.84,128588.85,237.60,1725.30,429.30,91.80,112.32,39.96,437.32,431.52
511.70,140692.84,173939.41,341.55,630.45,357.75,36.45,365.04,166.32,493.00,704.12
512.30,131092.64,148514.86,325.35,255.15,229.50,105.30,114.48,-2.16,383.96,473.28
512.40,143359.92,161522.11,292.95,4233.60,1026.00,5.40,280.80,-32.40,439.64,459.36
512.50,135442.41,132794.11,241.65,1062.45,425.25,-9.45,232.20,96.12,334.08,452.40
512.80,126126.48,128378.25,164.70,178.20,218.70,12.15,163.08,54.00,370.04,486.04
513.80,127636.20,130013.10,225.45,179.55,414.45,159.30,214.92,168.48,406.00,520.84
514.00,79223.04,33502.95,160.65,125.55,48.60,-1.35,39.96,22.68,73.08,176.32
514.00,135133.28,128556.45,280.80,2128.95,1046.25,79.65,274.32,24.84,338.72,538.24
514.20,93058.92,64181.70,225.45,375.30,1136.70,140.40,130.68,43.20,290.00,252.88
514.40,156915.20,163247.41,284.85,210.60,275.40,41.85,192.24,28.08,502.28,531.28
514.50,145364.61,197442.91,319.95,693.90,306.45,58.05,316.44,-1.08,511.56,577.68
514.70,120681.00,72033.30,179.55,589.95,1900.80,-6.75,201.96,-38.88,190.24,344.52
514.80,170267.16,174024.45,372.60,445.50,394.20,176.85,289.44,51.84,538.24,578.84
515.20,158743.25,162098.55,318.60,395.55,388.80,114.75,351.00,-42.12,503.44,560.28
515.40,145416.13,166926.16,340.20,1590.30,433.35,25.65,312.12,68.04,576.52,602.04
515.40,142860.36,151189.20,182.25,125.55,87.75,20.25,100.44,97.20,385.12,472.12
515.50,154418.33,196846.20,160.65,400.95,386.10,51.30,321.84,-9.72,605.52,483.72
515.80,142337.80,140142.16,318.60,351.00,484.65,18.90,71.28,44.28,468.64,459.36
515.80,136355.97,152365.05,294.30,738.45,607.50,67.50,156.60,23.76,499.96,426.88
516.40,165489.61,140967.00,299.70,491.40,363.15,17.55,217.08,-23.76,381.64,528.96
516.50,168954.33,183420.45,255.15,211.95,387.45,10.80,216.00,9.72,566.08,561.44
516.70,156128.61,151916.86,306.45,1331.10,550.80,143.10,97.20,87.48,447.76,569.56
516.70,147347.20,140371.66,306.45,433.35,405.00,-28.35,115.56,1.08,480.24,589.28
517.00,167891.72,179671.50,297.00,143.10,210.60,98.55,462.24,25.92,524.32,561.44
517.20,133224.28,142695.00,240.30,679.05,303.75,32.40,261.36,-83.16,425.72,411.80
517.30,149902.05,158191.66,220.05,1198.80,549.45,52.65,140.40,86.40,370.04,432.68
517.30,105531.36,122844.60,243.00,603.45,361.80,18.90,199.80,-12.96,346.84,341.04
517.40,148715.25,170941.05,337.50,283.50,392.85,62.10,435.24,68.04,539.40,632.20
517.40,113622.77,105684.75,216.00,380.70,203.85,66.15,168.48,28.08,453.56,444.28
517.80,160494.92,158626.36,230.85,382.05,468.45,68.85,257.04,37.80,450.08,517.36
517.90,147692.20,152799.75,253.80,360.45,415.80,9.45,248.40,95.04,527.80,512.72
518.10,176020.84,262143.00,1120.50,2189.70,1246.05,187.65,543.24,-21.60,1450.00,2179.64
518.40,170587.33,221803.66,1132.65,791.10,683.10,321.30,351.00,-68.04,1148.40,1786.40
518.40,136436.00,150874.66,256.50,534.60,265.95,-13.50,162.00,15.12,426.88,438.48
518.50,126332.56,137184.30,180.90,194.40,184.95,39.15,334.80,88.56,411.80,491.84
518.60,121672.77,134457.30,167.40,957.15,565.65,4.05,240.84,45.36,408.32,387.44
518.70,110128.60,129348.90,145.80,236.25,81.00,18.90,213.84,66.96,337.56,443.12
519.00,129631.68,112129.65,229.50,217.35,90.45,62.10,300.24,-66.96,339.88,441.96
519.00,148972.84,143503.66,170.10,236.25,315.90,17.55,239.76,103.68,389.76,494.16
519.20,139171.16,148706.55,184.95,176.85,179.55,102.60,243.00,38.88,390.92,414.12
519.60,146283.69,191959.20,175.50,577.80,317.25,51.30,552.96,-41.04,544.04,566.08
519.70,153686.00,149523.30,240.30,648.00,368.55,14.85,252.72,75.60,468.64,484.88
520.30,103569.92,63310.95,197.10,226.80,144.45,10.80,78.84,-32.40,286.52,290.00
520.30,71524.48,27822.15,156.60,33.75,-4.05,-2.70,-50.76,33.48,59.16,198.36
520.60,120638.68,118324.80,344.25,2146.50,704.70,32.40,100.44,-57.24,349.16,383.96
520.70,137881.33,116700.75,348.30,1055.70,322.65,-4.05,181.44,-25.92,364.24,400.20
520.80,126500.92,131700.61,145.80,684.45,87.75,25.65,79.92,23.76,349.16,440.80
520.80,110323.64,58426.65,342.90,324.00,723.60,-9.45,140.40,39.96,121.80,230.84
521.40,151991.36,156589.20,322.65,252.45,441.45,114.75,222.48,50.76,360.76,493.00
521.60,51883.40,24312.15,288.90,1232.55,9144.90,356.40,815.40,254.88,35.96,172.84
522.70,106847.88,129018.15,217.35,280.80,113.40,59.40,241.92,16.20,331.76,402.52
522.80,132619.84,166145.86,233.55,508.95,400.95,48.60,186.84,14.04,557.96,540.56
522.90,156392.64,178767.00,145.80,1123.20,538.65,-5.40,273.24,79.92,487.20,530.12
523.60,113999.04,113664.60,229.50,336.15,257.85,37.80,217.08,-45.36,386.28,464.00
523.80,49431.60,29951.10,433.35,3311.55,10322.10,657.45,832.68,235.44,105.56,218.08
523.80,68039.52,24742.80,480.60,415.80,7865.10,388.80,821.88,123.12,125.28,175.16
524.10,144946.00,161214.30,264.60,206.55,244.35,20.25,146.88,85.32,425.72,433.84
524.40,126921.36,128290.50,141.75,476.55,253.80,-10.80,133.92,5.40,477.92,496.48
524.50,96187.84,62349.75,184.95,360.45,1482.30,74.25,318.60,56.16,187.92,383.96
524.60,164776.61,171063.91,109.35,1722.60,507.60,43.20,212.76,19.44,669.32,603.20
524.80,132349.36,126512.55,140.40,747.90,294.30,63.45,117.72,-4.32,374.68,443.12
525.00,160480.20,161738.11,351.00,1455.30,930.15,101.25,299.16,-44.28,504.60,563.76
525.10,136240.97,123904.35,247.05,1676.70,595.35,6.75,192.24,51.84,252.88,317.84
525.60,63233.44,19475.10,224.10,2929.50,7512.75,612.90,623.16,114.48,74.24,185.60
525.80,135929.08,145631.25,259.20,39.15,71.55,-18.90,77.76,35.64,466.32,454.72
525.80,68821.52,29012.85,1086.75,3487.05,10748.70,662.85,706.32,164.16,103.24,342.20
525.90,57383.16,18149.40,286.20,981.45,10192.50,240.30,542.16,75.60,46.40,244.76
526.10,144844.80,138465.45,314.55,186.30,233.55,22.95,280.80,36.72,445.44,440.80
526.40,90691.76,64158.75,191.70,303.75,1102.95,40.50,73.44,95.04,251.72,425.72
526.60,96121.60,106847.10,209.25,421.20,423.90,-2.70,282.96,-63.72,380.48,440.80
526.70,125080.45,144119.25,272.70,757.35,199.80,2.70,191.16,82.08,417.60,515.04
526.80,154466.16,142453.36,193.05,452.25,369.90,143.10,240.84,1.08,509.24,588.12
527.40,152616.97,184570.66,326.70,499.50,421.20,148.50,434.16,91.80,499.96,656.56
527.60,191249.61,262143.00,1401.30,1189.35,1426.95,110.70,700.92,64.80,1914.00,2786.32
527.80,110758.80,35552.25,305.10,156.60,3588.30,106.65,494.64,14.04,122.96,186.76
528.00,115664.24,119785.50,324.00,252.45,360.45,0.00,131.76,5.40,331.76,382.80
528.30,126409.84,111364.20,171.45,330.75,129.60,44.55,178.20,105.84,352.64,346.84
528.90,160403.84,165109.05,310.50,561.60,314.55,70.20,146.88,63.72,498.80,613.64
529.00,150505.56,209380.95,398.25,1017.90,514.35,124.20,396.36,47.52,591.60,571.88
529.00,125718.92,104556.15,179.55,195.75,203.85,10.80,97.20,-7.56,358.44,349.16
529.00,29632.28,16934.40,110.70,114.75,251.10,27.00,11.88,69.12,112.52,61.48
529.00,128937.09,143745.30,243.00,832.95,124.20,-5.40,43.20,-60.48,455.88,475.60
529.10,137264.92,102721.50,184.95,622.35,271.35,-20.25,220.32,48.60,336.40,441.96
529.40,110443.24,113906.25,202.50,124.20,157.95,-20.25,52.92,-46.44,327.12,433.84
529.60,170901.05,224800.66,265.95,221.40,602.10,18.90,347.76,166.32,723.84,721.52
529.70,99024.20,69579.00,203.85,283.50,436.05,62.10,120.96,95.04,233.16,349.16
529.80,132156.16,137074.95,172.80,122.85,97.20,110.70,220.32,194.40,477.92,447.76
529.90,124274.52,147212.11,191.70,283.50,147.15,-28.35,96.12,-29.16,395.56,504.60
530.10,86445.04,106332.75,106.65,1703.70,437.40,75.60,-15.12,-28.08,382.80,363.08
530.30,107459.68,128268.90,137.70,157.95,172.80,32.40,278.64,5.40,423.40,415.28
530.40,86118.45,29516.40,228.15,113.40,24.30,-4.05,-22.68,-75.60,74.24,184.44
530.50,86160.76,30528.90,414.45,1161.00,7622.10,545.40,605.88,222.48,146.16,245.92
530.80,103891.00,163728.00,260.55,1705.05,631.80,20.25,734.40,38.88,489.52,503.44
531.40,54679.28,15881.40,558.90,216.00,7291.35,384.75,676.08,166.32,40.60,143.84
531.60,90017.40,30896.10,1020.60,6556.95,10446.30,471.15,582.12,-6.48,102.08,207.64
531.70,150137.56,156956.41,291.60,2816.10,816.75,63.45,164.16,-47.52,501.12,583.48
532.40,148368.41,148639.05,363.15,997.65,280.80,166.05,35.64,79.92,520.84,479.08
532.70,142987.33,162010.80,256.50,346.95,141.75,4.05,145.80,-25.92,504.60,496.48
532.70,139026.72,152729.55,305.10,675.00,369.90,76.95,285.12,-45.36,441.96,615.96
532.90,118354.32,103272.30,144.45,252.45,133.65,20.25,97.20,-4.32,339.88,371.20
533.10,60147.76,24999.30,438.75,1950.75,7445.25,490.05,685.80,182.52,158.92,187.92
533.20,166866.84,171363.61,351.00,1387.80,356.40,43.20,260.28,-9.72,516.20,744.72
533.30,148633.36,145990.36,333.45,1069.20,517.05,60.75,147.96,125.28,446.60,506.92
533.30,112950.24,127435.95,280.80,398.25,220.05,14.85,245.16,62.64,348.00,484.88
533.40,157153.48,151528.05,249.75,425.25,164.70,10.80,171.72,22.68,470.96,574.20
533.50,144187.00,148961.70,324.00,730.35,395.55,75.60,462.24,141.48,496.48,541.72
533.60,158846.28,145879.66,378.00,130.95,103.95,141.75,140.40,3.24,504.60,392.08
533.80,65688.00,27573.75,140.40,168.75,48.60,0.00,-49.68,62.64,58.00,146.16
534.00,85050.32,32719.95,179.55,106.65,109.35,-1.35,66.96,-33.48,142.68,222.72
534.00,122376.56,109737.45,324.00,865.35,372.60,-29.70,177.12,153.36,301.60,418.76
534.30,167744.52,179865.91,270.00,301.05,78.30,59.40,207.36,-85.32,515.04,556.80
534.50,108034.68,51579.45,295.65,356.40,634.50,28.35,223.56,47.52,291.16,460.52
534.60,150778.80,178428.16,372.60,953.10,190.35,-33.75,470.88,-14.04,560.28,506.92
535.10,159432.33,171219.16,275.40,427.95,336.15,27.00,361.80,69.12,458.20,574.20
535.10,139174.84,143802.00,253.80,110.70,124.20,4.05,129.60,19.44,342.20,393.24
535.80,135031.16,138010.50,199.80,723.60,310.50,64.80,149.04,130.68,499.96,561.44
535.80,108772.52,116210.70,106.65,422.55,297.00,1.35,302.40,7.56,349.16,450.08
536.10,61918.76,24085.35,322.65,3059.10,657.45,190.35,51.84,56.16,47.56,204.16
536.90,131228.80,112360.50,287.55,1615.95,762.75,83.70,208.44,-34.56,364.24,397.88
537.20,155211.36,169931.25,325.35,214.65,390.15,47.25,109.08,114.48,510.40,480.24
537.40,102186.24,79554.15,268.65,653.40,2137.05,294.30,408.24,61.56,264.48,300.44
538.00,59805.52,20510.55,241.65,2234.25,9204.30,805.95,839.16,84.24,64.96,201.84
538.40,67118.60,26828.55,394.20,2065.50,11103.75,418.50,995.76,84.24,59.16,252.88
538.50,178224.25,213291.91,284.85,144.45,184.95,21.60,373.68,79.92,726.16,690.20
538.80,64897.72,18354.60,205.20,1691.55,8980.20,589.95,597.24,24.84,125.28,251.72
540.20,158398.25,186722.55,197.10,210.60,518.40,-4.05,144.72,-14.04,596.24,567.24
540.20,143812.56,165248.11,193.05,463.05,225.45,56.70,329.40,74.52,501.12,615.96
540.30,173855.16,188406.00,314.55,251.10,287.55,28.35,359.64,-9.72,548.68,559.12
540.40,68795.76,22258.80,432.00,2157.30,10347.75,626.40,659.88,178.20,100.92,158.92
540.80,142329.52,157482.91,291.60,234.90,164.70,82.35,220.32,92.88,537.08,473.28
540.80,175174.44,262143.00,1104.30,992.25,1339.20,268.65,704.16,199.80,1614.72,2398.88
541.00,97491.48,75559.50,206.55,368.55,710.10,-41.85,159.84,82.08,281.88,375.84
541.10,161237.36,196076.70,260.55,687.15,604.80,120.15,501.12,-17.28,581.16,597.40
541.60,177441.33,186090.75,136.35,776.25,490.05,128.25,259.20,39.96,545.20,673.96
541.70,125295.72,128960.10,360.45,750.60,337.50,8.10,165.24,0.00,450.08,518.52
542.00,124615.84,140468.86,183.60,2230.20,769.50,74.25,239.76,1.08,481.40,541.72
542.40,131950.08,112252.50,228.15,1333.80,368.55,10.80,220.32,109.08,293.48,402.52
543.30,91237.32,31831.65,1250.10,4947.75,1306.80,21.60,9.72,75.60,129.92,218.08
543.40,121877.92,135858.61,139.05,2030.40,606.15,54.00,152.28,76.68,380.48,432.68
543.50,102058.36,129917.25,175.50,653.40,194.40,24.30,162.00,-5.40,349.16,366.56
543.70,160715.72,158460.30,253.80,292.95,272.70,-40.50,128.52,20.52,494.16,525.48
543.80,91660.52,29844.45,826.20,4961.25,12020.40,827.55,1134.00,311.04,59.16,341.04
544.20,130615.16,129922.65,442.80,394.20,324.00,27.00,52.92,151.20,416.44,396.72
544.20,165841.97,185525.11,306.45,278.10,180.90,0.00,453.60,128.52,581.16,606.68
544.40,121957.96,124807.50,179.55,248.40,136.35,67.50,73.44,35.64,295.80,248.24
544.50,78098.80,33057.45,184.95,4.05,36.45,-1.35,225.72,39.96,29.00,183.28
544.80,155739.44,159329.70,342.90,797.85,349.65,-48.60,524.88,57.24,542.88,771.40
544.90,147062.00,129709.35,284.85,5066.55,1120.50,147.15,61.56,64.80,424.56,542.88
545.00,137919.97,130667.85,230.85,286.20,461.70,16.20,143.64,65.88,433.84,520.84
545.30,127897.48,114906.60,315.90,205.20,333.45,60.75,245.16,28.08,386.28,317.84
545.30,151006.97,147286.36,346.95,801.90,128.25,-58.05,290.52,-41.04,462.84,486.04
545.50,142453.72,160597.36,245.70,229.50,64.80,6.75,199.80,-27.00,467.48,477.92
545.60,75946.00,31834.35,383.40,3511.35,9879.30,480.60,798.12,270.00,77.72,189.08
545.80,157567.48,171637.66,382.05,342.90,151.20,37.80,331.56,82.08,530.12,537.08
546.00,169903.77,172494.91,247.05,178.20,457.65,99.90,325.08,49.68,436.16,520.84
546.00,143164.88,133500.16,294.30,170.10,310.50,-12.15,199.80,54.00,371.20,533.60
546.10,133680.61,150830.11,348.30,5452.65,1723.95,75.60,264.60,0.00,511.56,496.48
546.40,87434.04,115789.50,194.40,1260.90,562.95,103.95,204.12,132.84,401.36,383.96
546.50,128172.56,129832.20,291.60,222.75,395.55,54.00,231.12,-50.76,426.88,438.48
546.60,130772.48,124734.60,103.95,247.05,234.90,12.15,124.20,33.48,468.64,562.60
547.10,144051.77,143363.25,334.80,546.75,550.80,-13.50,437.40,92.88,395.56,620.60
547.40,127437.48,182389.05,280.80,1426.95,534.60,4.05,275.40,-45.36,502.28,585.80
547.50,160235.48,224432.11,494.10,495.45,468.45,105.30,361.80,-19.44,620.60,706.44
547.70,127271.88,47056.95,2006.10,261.90,12425.40,600.75,1015.20,116.64,124.12,189.08
547.90,122082.16,117853.65,222.75,368.55,382.05,12.15,172.80,34.56,303.92,330.60
548.30,124755.68,130077.90,216.00,103.95,-44.55,132.30,353.16,11.88,383.96,458.20
548.60,167899.08,198652.50,407.70,657.45,355.05,89.10,198.72,38.88,590.44,657.72
548.80,156997.08,177403.50,383.40,225.45,487.35,-9.45,180.36,72.36,477.92,555.64
548.90,111296.08,95751.45,265.95,554.85,2164.05,63.45,172.80,64.80,227.36,390.92
550.00,76963.52,26473.50,413.10,2678.40,9834.75,411.75,732.24,279.72,113.68,206.48
550.30,69851.92,32324.40,491.40,7059.15,15300.90,1082.70,1164.24,336.96,136.88,244.76
550.30,189143.72,214404.30,571.05,545.40,507.60,121.50,259.20,118.80,611.32,806.20
550.50,143447.33,164214.00,166.05,518.40,371.25,25.65,224.64,9.72,475.60,566.08
550.70,180364.16,262143.00,1040.85,3797.55,1177.20,279.45,422.28,62.64,1243.52,1897.76
550.90,152867.20,154926.00,313.20,2273.40,633.15,27.00,401.76,-9.72,458.20,445.44
550.90,151501.00,160787.70,280.80,376.65,305.10,87.75,244.08,72.36,560.28,670.48
551.10,113781.92,40662.00,195.75,199.80,576.45,113.40,63.72,21.60,193.72,317.84
551.50,78541.32,27549.45,124.20,93.15,168.75,31.05,234.36,23.76,135.72,160.08
551.80,142390.25,159179.86,302.40,3987.90,1054.35,174.15,320.76,35.64,580.00,545.20
552.10,139272.36,151826.41,326.70,284.85,267.30,29.70,243.00,142.56,436.16,564.92
552.20,175007.00,166175.55,373.95,325.35,356.40,33.75,409.32,77.76,557.96,577.68
552.60,159775.48,160702.66,405.00,197.10,229.50,4.05,212.76,81.00,567.24,475.60
552.60,137619.13,167636.25,267.30,446.85,282.15,22.95,177.12,49.68,576.52,604.36
553.00,127069.48,122192.55,272.70,278.10,157.95,8.10,160.92,-55.08,360.76,483.72
