"Time-","FSC-A-","SSC-A-","FITC-A-IgG","PE-A-IgG2A","PerCP-Cy5-5-A-","PE-Cy7-A-","APC-A-","APC-Cy7-A-","Pacific Blue-A-","AmCyan-A-"
146.10,160803.38,128024.98,269.86,206.98,192.57,36.68,98.58,-32.86,557.09,540.14
146.30,132022.80,106603.87,195.19,134.93,262.00,-2.62,92.22,-24.38,375.16,553.70
146.70,158053.36,138446.03,284.27,154.58,149.34,19.65,281.96,6.36,515.28,515.28
146.80,118059.77,100262.16,238.42,57.64,180.78,60.26,386.90,5.30,445.22,467.82
147.00,110444.88,70926.02,330.12,180.78,89.08,39.30,61.48,2.12,390.98,428.27
147.10,179974.34,177363.52,302.61,277.72,398.24,40.61,76.32,2.12,737.89,688.17
147.10,66985.10,13451.08,214.84,99.56,91.70,-6.55,-13.78,-18.02,49.72,167.24
147.40,139452.05,115384.80,197.81,183.40,339.29,53.71,129.32,-24.38,482.51,426.01
147.90,103753.66,31019.49,183.40,104.80,242.35,13.10,48.76,29.68,170.63,232.78
147.90,113585.30,100906.67,213.53,64.19,131.00,-5.24,41.34,54.06,322.05,432.79
148.00,134790.11,150955.22,247.59,289.51,136.24,20.96,205.64,-10.60,624.89,540.14
148.20,86889.53,25296.10,262.00,182.09,187.33,66.81,20.14,-41.34,119.78,253.12
148.20,169030.69,167562.09,233.18,191.26,214.84,103.49,134.62,24.38,640.71,590.99
148.20,101021.84,58762.67,146.72,125.76,186.02,36.68,121.90,-18.02,276.85,331.09
148.20,138428.30,119014.80,264.62,252.83,99.56,19.65,102.82,13.78,519.80,439.57
148.30,179739.56,160000.77,303.92,235.80,378.59,43.23,358.28,60.42,602.29,681.39
148.50,118887.87,60990.98,262.00,272.48,243.66,-20.96,137.80,-12.72,308.49,442.96
148.60,92179.36,19965.71,69.43,-5.24,174.23,45.85,46.64,-29.68,184.19,172.89
148.90,71433.18,12849.79,69.43,10.48,-37.99,22.27,-10.60,67.84,90.40,27.12
148.90,72794.54,19194.12,100.87,116.59,-51.09,-24.89,171.72,-32.86,138.99,102.83
149.10,176371.66,186182.44,314.40,285.58,561.99,13.10,259.70,60.42,769.53,717.55
149.30,65985.92,26873.34,191.26,163.75,108.73,-6.55,-21.20,-30.74,177.41,122.04
149.50,117782.21,58609.40,210.91,230.56,297.37,-23.58,138.86,48.76,348.04,411.32
149.90,151538.67,139188.80,275.10,167.68,155.89,-13.10,220.48,30.74,567.26,522.06
149.90,83053.88,28447.96,113.97,230.56,49.78,17.03,56.18,73.14,193.23,248.60
150.20,111164.70,47496.67,309.16,99.56,-48.47,13.10,87.98,49.82,163.85,192.10
150.30,146102.33,188980.59,247.59,151.96,525.31,24.89,126.14,0.00,673.48,667.83
150.40,140301.98,127219.34,209.60,90.39,210.91,85.15,312.70,-8.48,529.97,531.10
150.50,162439.55,169651.55,186.02,128.38,221.39,23.58,183.38,-15.90,663.31,522.06
150.50,150197.33,125276.60,150.65,204.36,255.45,32.75,179.14,-45.58,528.84,597.77
150.60,174674.50,157127.94,282.96,262.00,180.78,28.82,422.94,-36.04,674.61,648.62
150.60,95249.70,21521.99,148.03,98.25,-2.62,1.31,-37.10,-19.08,113.00,189.84
151.00,140880.75,114528.05,157.20,313.09,227.94,30.13,144.16,29.68,481.38,418.10
151.20,126964.12,59006.33,222.70,213.53,120.52,11.79,121.90,16.96,311.88,430.53
151.20,132765.36,113466.95,235.80,133.62,239.73,-26.20,99.64,13.78,505.11,464.43
151.30,33210.45,9889.19,-19.65,62.88,-47.16,-45.85,39.22,2.12,40.68,28.25
151.40,147782.19,147845.28,313.09,221.39,265.93,3.93,28.62,15.90,595.51,594.38
151.90,158242.64,135824.72,168.99,119.21,171.61,-57.64,169.60,72.08,484.77,457.65
152.10,85118.67,29256.23,203.05,127.07,229.25,15.72,129.32,-7.42,127.69,294.93
152.30,152267.58,142281.72,216.15,159.82,235.80,19.65,257.58,20.14,419.23,527.71
152.30,47577.53,20848.65,186.02,1058.48,191.26,-18.34,65.72,-2.12,131.08,178.54
152.30,145796.56,109601.15,258.07,179.47,331.43,-53.71,102.82,2.12,419.23,422.62
152.40,121776.20,56506.85,234.49,82.53,193.88,55.02,95.40,26.50,264.42,422.62
152.40,89882.52,22001.45,133.62,2.62,116.59,-22.27,37.10,19.08,100.57,350.30
152.60,126046.84,105667.22,259.38,182.09,352.39,34.06,207.76,-31.80,455.39,484.77
152.60,178072.44,181161.20,394.31,286.89,162.44,65.50,166.42,75.26,769.53,795.52
152.70,68492.97,20331.20,265.93,65.50,-6.55,-43.23,53.00,37.10,149.16,187.58
152.80,142728.05,35087.04,170.30,167.68,205.67,-22.27,50.88,89.04,250.86,297.19
152.90,75489.96,25066.85,176.85,82.53,-31.44,-41.92,-30.74,2.12,135.60,226.00
153.20,62214.88,22571.30,222.70,28.82,20.96,11.79,-4.24,-1.06,67.80,175.15
153.20,169069.81,156749.36,186.02,281.65,370.73,3.93,109.18,-43.46,741.28,644.10
153.30,147643.86,126823.71,254.14,141.48,226.63,-10.48,20.14,20.14,454.26,536.75
153.90,54966.73,28644.46,86.46,57.64,48.47,-7.86,60.42,-100.70,97.18,149.16
154.10,83921.11,15870.65,78.60,57.64,69.43,36.68,32.86,-18.02,123.17,114.13
154.20,138487.44,144565.05,307.85,131.00,168.99,31.44,175.96,27.56,481.38,480.25
154.40,118587.56,61613.23,256.76,158.51,140.17,3.93,97.52,-22.26,326.57,426.01
154.40,109306.48,34857.79,176.85,68.12,163.75,23.58,15.90,24.38,113.00,317.53
154.40,134643.61,91266.38,132.31,32.75,138.86,19.65,74.20,12.72,362.73,369.51
154.60,151246.55,150219.00,279.03,125.76,193.88,83.84,182.32,51.94,663.31,624.89
154.70,80108.21,21825.91,161.13,-2.62,-41.92,14.41,95.40,-21.20,99.44,162.72
154.80,103270.45,87041.63,86.46,60.26,234.49,48.47,78.44,-47.70,394.37,430.53
154.90,64387.05,16338.32,271.17,94.32,159.82,137.55,111.30,84.80,93.79,148.03
154.90,147775.81,121125.21,280.34,151.96,43.23,37.99,153.70,75.26,473.47,508.50
155.00,69991.74,17454.44,155.89,170.30,-27.51,-62.88,16.96,8.48,124.30,270.07
155.10,94567.20,32283.64,157.20,53.71,56.33,49.78,90.10,-11.66,162.72,219.22
155.10,178684.88,158229.66,1534.01,1505.19,2236.17,176.85,481.24,226.84,1363.91,2558.32
155.10,121899.96,89022.36,149.34,32.75,107.42,-66.81,134.62,56.18,272.33,378.55
155.20,108755.92,51503.96,209.60,204.36,117.90,-37.99,-3.18,63.60,277.98,309.62
155.20,151707.92,149184.11,65.50,150.65,332.74,32.75,212.00,93.28,595.51,614.72
155.50,112494.20,92123.13,165.06,107.42,155.89,40.61,241.68,14.84,306.23,299.45
155.70,162648.86,152316.31,248.90,334.05,189.95,52.40,170.66,23.32,679.13,583.08
155.70,69894.38,21427.67,208.29,75.98,103.49,26.20,92.22,27.56,54.24,274.59
155.90,78209.95,15510.40,68.12,24.89,-55.02,6.55,12.72,-7.42,137.86,55.37
156.20,174363.28,201099.41,366.80,251.52,337.98,14.41,199.28,209.88,733.37,696.08
156.20,158402.80,145855.39,252.83,337.98,305.23,44.54,129.32,-40.28,500.59,641.84
156.20,145579.08,121489.40,208.29,212.22,102.18,86.46,220.48,138.86,499.46,439.57
156.30,30117.36,5452.22,40.61,-39.30,-6.55,3.93,-12.72,-72.08,-16.95,81.36
156.30,146442.67,151821.14,313.09,246.28,242.35,60.26,64.66,-44.52,569.52,584.21
156.30,124811.05,146096.44,271.17,313.09,282.96,74.67,205.64,84.80,589.86,498.33
156.30,133425.11,105094.74,238.42,166.37,288.20,35.37,169.60,-20.14,387.59,442.96
156.50,82439.63,23190.93,238.42,26.20,-10.48,57.64,-15.90,-24.38,141.25,146.90
156.50,129941.63,46068.77,273.79,210.91,162.44,45.85,132.50,2.12,241.82,256.51
156.90,118473.81,37417.53,144.10,95.63,119.21,87.77,93.28,-19.08,205.66,363.86
157.00,33889.31,16054.05,28.82,141.48,69.43,0.00,24.38,-73.14,135.60,19.21
157.10,120155.49,74719.77,424.44,428.37,102.18,57.64,73.14,58.30,416.97,528.84
157.20,163432.36,183232.31,208.29,433.61,158.51,-14.41,87.98,28.62,752.58,675.74
157.30,71788.09,15499.92,108.73,58.95,-20.96,11.79,71.02,-38.16,114.13,49.72
157.40,165842.05,188676.67,317.02,247.59,385.14,55.02,205.64,-30.74,629.41,603.42
157.50,121639.70,63048.99,209.60,252.83,153.27,83.84,134.62,-8.48,316.40,471.21
157.50,62793.64,14546.24,161.13,5.24,6.55,14.41,13.78,-27.56,72.32,159.33
157.80,143460.59,118984.67,140.17,148.03,324.88,40.61,73.14,5.30,397.76,420.36
158.00,108086.16,93383.34,178.16,73.36,94.32,-22.27,23.32,62.54,305.10,363.86
158.00,60783.45,15096.44,56.33,72.05,57.64,1.31,26.50,21.20,4.52,135.60
158.60,102065.60,106762.38,186.02,176.85,174.23,82.53,57.24,4.24,468.95,450.87
158.60,71768.06,12430.59,74.67,-43.23,-45.85,28.82,51.94,-23.32,33.90,89.27
159.10,108979.78,49457.74,247.59,158.51,381.21,-9.17,145.22,-32.86,233.91,386.46
159.30,134888.39,120083.77,226.63,124.45,146.72,-19.65,42.40,3.18,519.80,322.05
159.60,145007.59,168763.36,192.57,96.94,370.73,-66.81,182.32,8.48,610.20,652.01
159.60,141886.30,106244.92,199.12,134.93,183.40,-13.10,153.70,43.46,407.93,473.47
159.60,81367.66,23031.11,158.51,20.96,66.81,100.87,1.06,37.10,83.62,181.93
159.90,165266.92,115357.28,262.00,264.62,318.33,15.72,274.54,15.90,517.54,432.79
160.00,155372.50,109205.52,328.81,189.95,203.05,-9.17,119.78,59.36,483.64,407.93
160.10,132941.00,115942.85,195.19,115.28,128.38,64.19,129.32,-13.78,497.20,409.06
160.30,144827.42,150517.69,158.51,313.09,356.32,36.68,130.38,25.44,584.21,612.46
160.40,133308.64,109954.84,176.85,205.67,158.51,18.34,136.74,155.82,432.79,422.62
160.40,142004.59,139812.36,205.67,69.43,90.39,43.23,233.20,-36.04,578.56,462.17
160.50,162799.00,140743.78,306.54,400.86,273.79,69.43,197.16,55.12,545.79,685.91
160.50,66978.73,17044.41,69.43,47.16,-75.98,47.16,79.50,144.16,74.58,91.53
160.90,114901.16,45366.61,203.05,248.90,128.38,72.05,-18.02,-3.18,230.52,423.75
161.50,158762.25,116368.60,284.27,306.54,286.89,7.86,254.40,36.04,506.24,490.42
162.00,114314.20,114733.73,170.30,48.47,112.66,37.99,-11.66,115.54,395.50,429.40
162.00,172565.13,172604.28,297.37,209.60,345.84,14.41,243.80,-9.54,567.26,633.93
162.10,88488.41,24614.90,148.03,150.65,82.53,-48.47,-53.00,-41.34,145.77,178.54
162.10,109753.28,57795.89,275.10,137.55,112.66,68.12,220.48,15.90,237.30,350.30
162.40,61512.36,18746.10,115.28,74.67,-34.06,-20.96,87.98,1.06,107.35,128.82
162.40,123945.64,77136.73,267.24,116.59,138.86,41.92,22.26,-39.22,313.01,331.09
162.60,158955.17,144038.42,260.69,231.87,345.84,14.41,147.34,-2.12,613.59,585.34
162.70,161270.20,146494.67,132.31,178.16,355.01,36.68,426.12,-50.88,618.11,583.08
163.10,83408.78,19597.60,227.94,111.35,110.04,-26.20,-9.54,80.56,124.30,194.36
163.30,76007.75,16199.46,162.44,119.21,55.02,-19.65,2.12,2.12,70.06,194.36
163.30,122793.59,63208.81,200.43,183.40,345.84,89.08,37.10,-39.22,345.78,445.22
163.40,136010.42,148692.86,297.37,133.62,314.40,18.34,100.70,38.16,561.61,585.34
163.60,85133.23,25231.91,244.97,90.39,51.09,47.16,-16.96,67.84,180.80,272.33
163.70,149992.58,156182.13,254.14,24.89,336.67,83.84,181.26,-2.12,592.12,542.40
163.80,124814.70,51938.88,157.20,178.16,131.00,13.10,119.78,-1.06,345.78,358.21
163.80,151134.63,135756.61,305.23,242.35,339.29,74.67,186.56,-6.36,586.47,568.39
163.80,116358.98,101455.56,250.21,195.19,20.96,24.89,-19.08,-26.50,381.94,471.21
164.30,137674.81,118731.84,197.81,74.67,121.83,47.16,188.68,-75.26,497.20,619.24
164.60,137577.44,119918.70,99.56,90.39,298.68,1.31,276.66,113.42,431.66,368.38
164.80,141407.64,102540.24,155.89,65.50,171.61,85.15,188.68,3.18,409.06,385.33
164.90,161310.25,146420.00,303.92,218.77,293.44,28.82,173.84,0.00,566.13,528.84
165.60,78364.65,21579.63,225.32,113.97,176.85,-26.20,103.88,48.76,18.08,235.04
165.60,86337.16,22725.88,170.30,64.19,35.37,86.46,-42.40,-37.10,164.98,262.16
165.70,125097.70,111085.38,170.30,151.96,269.86,22.27,60.42,12.72,493.81,376.29
166.00,109202.73,65031.02,237.11,310.47,103.49,32.75,185.50,-47.70,406.80,498.33
166.20,94257.80,56531.74,155.89,56.33,82.53,96.94,21.20,-4.24,289.28,379.68
166.30,165847.50,171881.16,271.17,256.76,239.73,72.05,25.44,67.84,737.89,765.01
166.40,113745.45,107480.26,150.65,90.39,231.87,-18.34,31.80,74.20,482.51,414.71
166.50,69238.27,16587.22,129.69,213.53,48.47,58.95,-37.10,-65.72,68.93,193.23
166.50,110219.20,71459.19,351.08,113.97,168.99,60.26,290.44,96.46,404.54,545.79
166.50,160469.41,131047.16,162.44,128.38,216.15,-30.13,131.44,68.90,637.32,526.58
166.50,126577.37,52637.11,372.04,73.36,269.86,-27.51,31.80,48.76,313.01,514.15
166.60,120352.05,103810.95,201.74,106.11,262.00,-45.85,102.82,-90.10,328.83,353.69
166.90,73672.70,17252.70,206.98,70.74,91.70,13.10,-1.06,10.60,83.62,174.02
167.10,177944.14,156852.84,286.89,197.81,348.46,15.72,225.78,26.50,674.61,653.14
167.40,30997.33,17488.50,7.86,26.20,41.92,15.72,80.56,15.90,97.18,102.83
167.40,148581.17,201882.78,1834.00,1549.73,1810.42,448.02,854.36,168.54,1845.29,3391.13
167.40,121259.32,113629.40,123.14,191.26,216.15,28.82,253.34,-50.88,489.29,368.38
167.50,142738.05,139112.83,243.66,153.27,315.71,55.02,395.38,-6.36,572.91,400.02
167.70,143106.61,122746.99,148.03,239.73,221.39,-24.89,115.54,16.96,518.67,618.11
167.80,142208.44,140170.00,180.78,252.83,337.98,18.34,422.94,10.60,596.64,627.15
168.40,82517.89,21370.03,201.74,75.98,-58.95,9.17,12.72,-97.52,76.84,81.36
168.50,107266.25,33247.80,172.92,60.26,-10.48,10.48,-37.10,2.12,133.34,204.53
168.50,171202.86,211927.86,1607.37,1545.80,1446.24,258.07,481.24,78.44,1420.41,2753.81
168.60,74654.59,22659.07,128.38,-69.43,34.06,24.89,9.54,-55.12,167.24,240.69
168.80,102967.41,64593.48,254.14,111.35,138.86,43.23,-1.06,191.86,327.70,442.96
168.90,129677.73,50898.74,162.44,220.08,166.37,-14.41,166.42,1.06,303.97,324.31
169.10,130656.89,125486.20,220.08,175.54,217.46,91.70,239.56,94.34,533.36,540.14
169.30,165685.53,167862.08,254.14,259.38,52.40,60.26,174.90,48.76,619.24,691.56
169.40,134671.81,141100.09,227.94,148.03,129.69,27.51,180.20,13.78,616.98,587.60
170.10,152637.94,137730.78,277.72,176.85,235.80,6.55,59.36,31.80,519.80,562.74
170.30,160139.98,140168.69,199.12,252.83,179.47,61.57,56.18,7.42,628.28,605.68
170.50,64620.01,12803.94,103.49,45.85,53.71,5.24,72.08,-42.40,39.55,194.36
170.50,125125.91,62314.08,220.08,89.08,269.86,-26.20,121.90,-61.48,289.28,361.60
170.50,82860.05,20847.34,296.06,125.76,149.34,2.62,11.66,-6.36,68.93,211.31
170.50,119401.10,93334.88,174.23,234.49,162.44,153.27,102.82,-99.64,389.85,464.43
170.50,58361.03,15058.45,197.81,57.64,93.01,45.85,10.60,-21.20,47.46,105.09
170.60,58062.55,15203.86,60.26,-55.02,15.72,-51.09,40.28,-5.30,41.81,154.81
171.00,147389.97,144739.28,73.36,217.46,320.95,94.32,82.68,23.32,631.67,732.24
171.30,126646.52,83858.34,260.69,132.31,107.42,32.75,122.96,82.68,308.49,340.13
172.00,65901.29,16487.66,218.77,-31.44,85.15,-14.41,86.92,-20.14,64.41,220.35
172.10,69831.58,17581.51,286.89,133.62,111.35,18.34,6.36,146.28,97.18,180.80
172.30,157012.31,152706.69,318.33,417.89,127.07,23.58,85.86,38.16,624.89,685.91
172.60,132026.44,114097.06,175.54,148.03,451.95,26.20,136.74,-40.28,505.11,413.58
172.70,132849.08,42943.11,302.61,243.66,262.00,64.19,58.30,24.38,185.32,307.36
172.70,121009.07,57264.03,217.46,168.99,62.88,13.10,146.28,-24.38,282.50,431.66
172.70,68535.74,19105.04,146.72,94.32,5.24,-13.10,-24.38,1.06,128.82,134.47
173.20,121050.93,118581.20,78.60,136.24,142.79,65.50,218.36,12.72,446.35,404.54
173.20,144949.36,111437.77,193.88,166.37,294.75,6.55,101.76,26.50,528.84,476.86
173.30,120922.63,54137.06,217.46,44.54,115.28,-15.72,79.50,49.82,313.01,336.74
173.60,168456.47,161482.39,230.56,260.69,408.72,-6.55,339.20,-37.10,535.62,626.02
173.70,85135.05,18144.81,170.30,30.13,24.89,-56.33,22.26,-27.56,75.71,131.08
173.80,66920.49,12543.25,145.41,24.89,89.08,11.79,84.80,-72.08,41.81,114.13
173.90,130665.99,87890.52,144.10,106.11,155.89,83.84,226.84,137.80,276.85,308.49
174.00,106768.48,45686.25,182.09,132.31,199.12,66.81,99.64,-79.50,287.02,276.85
174.10,171057.25,177104.13,187.33,227.94,580.33,52.40,195.04,-12.72,606.81,694.95
174.20,86900.45,21001.92,95.63,107.42,-10.48,32.75,-38.16,-40.28,66.67,115.26
174.30,121113.73,108778.47,235.80,210.91,103.49,-53.71,40.28,62.54,459.91,519.80
174.40,123064.77,63799.62,298.68,243.66,254.14,-56.33,114.48,79.50,299.45,428.27
174.50,82425.98,20473.99,98.25,75.98,-11.79,-47.16,-31.80,-33.92,71.19,129.95
174.70,139039.81,111220.30,151.96,170.30,214.84,14.41,147.34,-29.68,464.43,514.15
174.90,147170.67,113297.97,339.29,200.43,275.10,73.36,174.90,-18.02,545.79,513.02
175.10,174750.94,165384.88,175.54,129.69,403.48,119.21,286.20,27.56,546.92,570.65
175.20,72061.09,13964.60,103.49,55.02,27.51,-14.41,168.54,-36.04,117.52,100.57
175.20,134731.88,105207.41,89.08,149.34,192.57,-13.10,12.72,-12.72,386.46,476.86
175.30,133886.48,71960.91,276.41,541.03,210.91,11.79,110.24,1.06,320.92,381.94
175.40,137671.17,136103.75,296.06,70.74,296.06,34.06,95.40,216.24,575.17,461.04
175.50,148278.14,122872.76,171.61,158.51,229.25,-1.31,94.34,56.18,513.02,545.79
175.50,101121.93,87547.30,193.88,52.40,112.66,37.99,24.38,-61.48,366.12,341.26
175.60,111256.60,30060.57,189.95,57.64,60.26,-6.55,-3.18,118.72,221.48,392.11
175.60,103231.31,24093.52,238.42,221.39,128.38,45.85,31.80,67.84,143.51,335.61
175.90,71771.70,16672.37,19.65,79.91,-65.50,-48.47,-38.16,3.18,71.19,127.69
176.00,180896.17,140158.20,1179.00,1537.94,1628.33,313.09,416.58,97.52,1026.04,2121.01
176.10,95296.11,26217.03,58.95,93.01,30.13,41.92,32.86,-43.46,154.81,229.39
176.60,144684.55,116240.23,311.78,170.30,355.01,-37.99,171.72,68.90,485.90,584.21
176.70,171437.64,142351.14,273.79,131.00,299.99,113.97,173.84,21.20,613.59,639.58
176.70,128283.62,46159.16,221.39,204.36,116.59,102.18,163.24,85.86,210.18,403.41
176.70,84932.13,20771.36,220.08,140.17,98.25,-45.85,13.78,-18.02,98.31,164.98
176.80,155206.88,133900.33,262.00,210.91,347.15,26.20,251.22,18.02,475.73,516.41
176.80,74008.48,17137.42,153.27,178.16,3.93,-30.13,-30.74,67.84,105.09,123.17
176.90,152366.77,123443.91,203.05,271.17,436.23,-7.86,205.64,11.66,500.59,532.23
176.90,230808.77,167408.83,348.46,366.80,339.29,61.57,234.26,-18.02,666.70,830.55
177.00,112354.98,55760.15,263.31,163.75,227.94,3.93,106.00,65.72,172.89,406.80
177.00,71078.28,19236.04,70.74,106.11,6.55,-48.47,-4.24,173.84,135.60,162.72
177.20,71848.14,15628.30,22.27,61.57,175.54,-43.23,73.14,7.42,39.55,189.84
177.30,85298.85,21096.24,117.90,31.44,61.57,-1.31,50.88,36.04,51.98,67.80
177.40,131227.47,72389.29,237.11,273.79,351.08,72.05,153.70,-57.24,381.94,458.78
177.40,57152.55,16055.36,65.50,151.96,9.17,-13.10,-29.68,-14.84,94.92,170.63
177.60,165221.42,131919.61,382.52,141.48,374.66,32.75,91.16,12.72,489.29,657.66
178.30,86156.07,22902.73,262.00,244.97,188.64,100.87,-1.06,-48.76,135.60,167.24
178.40,108234.49,145472.88,193.88,182.09,229.25,28.82,184.44,72.08,450.87,464.43
178.40,103847.38,99222.02,123.14,128.38,159.82,2.62,162.18,-92.22,416.97,353.69
178.60,69723.29,16092.04,81.22,19.65,-32.75,-11.79,-30.74,73.14,65.54,44.07
178.60,148219.89,109125.62,113.97,106.11,90.39,26.20,74.20,-42.40,462.17,467.82
178.70,140357.50,131804.33,201.74,103.49,265.93,-3.93,136.74,31.80,536.75,466.69
178.90,139214.53,102320.16,58.95,65.50,182.09,18.34,202.46,19.08,393.24,397.76
179.00,58407.44,17893.29,77.29,14.41,82.53,65.50,3.18,-41.34,126.56,219.22
179.30,156276.13,150929.02,197.81,247.59,145.41,22.27,279.84,6.36,701.73,711.90
179.40,134326.92,115578.67,206.98,241.04,171.61,107.42,220.48,54.06,505.11,487.03
179.50,160978.09,129781.70,203.05,179.47,205.67,19.65,132.50,42.40,494.94,539.01
179.50,140626.86,101614.08,226.63,96.94,119.21,57.64,82.68,-12.72,414.71,394.37
179.60,161616.00,183749.77,272.48,247.59,580.33,5.24,242.74,43.46,707.38,718.68
179.80,132135.64,97681.45,224.01,87.77,250.21,5.24,68.90,20.14,292.67,362.73
179.80,149884.28,173750.53,180.78,125.76,332.74,-34.06,189.74,0.00,670.09,597.77
180.00,167400.88,147812.53,231.87,259.38,172.92,51.09,146.28,121.90,665.57,627.15
180.20,118849.64,110106.80,129.69,179.47,280.34,15.72,283.02,4.24,429.40,456.52
180.30,91203.84,24316.22,172.92,28.82,44.54,0.00,36.04,57.24,119.78,314.14
180.30,142632.50,129413.59,200.43,89.08,303.92,55.02,209.88,95.40,602.29,646.36
180.50,171715.19,185265.44,248.90,221.39,195.19,39.30,266.06,73.14,622.63,649.75
180.70,84737.38,18873.17,217.46,-31.44,113.97,-9.17,72.08,-9.54,79.10,164.98
180.80,77863.24,94272.84,178.16,83.84,127.07,-9.17,104.94,-93.28,400.02,339.00
181.00,76424.53,19432.54,68.12,72.05,14.41,44.54,106.00,-40.28,48.59,212.44
181.10,123212.18,105403.91,28.82,-44.54,111.35,26.20,155.82,-9.54,388.72,395.50
181.40,139256.39,119306.94,94.32,154.58,255.45,15.72,131.44,69.96,477.99,423.75
181.40,75166.91,17757.05,137.55,-79.91,36.68,-28.82,-34.98,26.50,166.11,242.95
181.40,107139.77,42379.81,168.99,144.10,61.57,-1.31,7.42,49.82,196.62,309.62
181.70,114860.20,52464.19,340.60,258.07,231.87,55.02,96.46,180.20,274.59,370.64
181.80,149512.09,142429.75,317.02,339.29,293.44,48.47,225.78,196.10,533.36,588.73
181.90,159166.28,159686.38,187.33,214.84,77.29,40.61,271.36,97.52,680.26,672.35
181.90,32778.20,15406.91,40.61,-13.10,-26.20,5.24,-1.06,102.82,75.71,128.82
182.10,157175.20,123573.60,311.78,205.67,284.27,-7.86,139.92,-43.46,510.76,485.90
182.10,152040.08,141651.61,229.25,111.35,256.76,17.03,103.88,14.84,531.10,576.30
182.20,262143.00,194482.59,332.74,327.50,379.90,6.55,127.20,71.02,801.17,915.30
182.20,135383.44,120161.05,210.91,85.15,235.80,66.81,12.72,-87.98,514.15,511.89
182.30,127313.55,57497.21,277.72,263.31,235.80,24.89,-29.68,-63.60,305.10,311.88
182.50,135018.53,112242.10,229.25,183.40,162.44,81.22,207.76,1.06,432.79,485.90
182.90,115221.48,84780.58,162.44,56.33,255.45,-1.31,59.36,74.20,277.98,385.33
183.10,145981.30,120671.95,260.69,144.10,229.25,62.88,104.94,34.98,461.04,607.94
183.40,65392.60,14315.68,182.09,53.71,99.56,65.50,-50.88,12.72,135.60,48.59
183.40,129782.38,119416.98,214.84,271.17,180.78,2.62,57.24,18.02,442.96,462.17
183.60,77431.90,20497.57,73.36,205.67,172.92,1.31,125.08,-10.60,77.97,161.59
183.80,114215.92,45154.39,174.23,192.57,131.00,1.31,276.66,13.78,221.48,313.01
183.80,109095.35,53572.45,112.66,178.16,94.32,48.47,120.84,-16.96,258.77,280.24
183.90,90067.25,31806.80,61.57,136.24,158.51,-28.82,30.74,19.08,153.68,131.08
184.10,84685.52,19798.03,184.71,224.01,106.11,11.79,81.62,-37.10,126.56,149.16
184.20,167820.39,165118.94,254.14,155.89,344.53,28.82,288.32,21.20,595.51,678.00
184.40,133951.09,117289.53,255.45,151.96,246.28,47.16,198.22,100.70,349.17,492.68
184.40,135925.80,102244.19,247.59,180.78,204.36,56.33,243.80,24.38,387.59,369.51
184.50,156438.11,143615.30,286.89,265.93,146.72,-6.55,272.42,-8.48,567.26,529.97
184.60,126581.00,111978.80,120.52,191.26,148.03,-1.31,-15.90,-6.36,334.48,413.58
184.70,135078.58,130440.63,172.92,81.22,170.30,61.57,185.50,2.12,435.05,453.13
184.90,136150.56,118754.12,106.11,128.38,87.77,34.06,1.06,82.68,476.86,454.26
185.20,131185.61,105938.38,315.71,146.72,136.24,37.99,38.16,23.32,424.88,484.77
185.30,152814.48,154844.61,298.68,255.45,407.41,81.22,225.78,-13.78,665.57,600.03
185.40,153665.33,174336.11,285.58,349.77,301.30,44.54,186.56,65.72,639.58,624.89
185.50,146163.30,172283.33,279.03,128.38,191.26,77.29,139.92,-3.18,646.36,681.39
185.70,135308.81,123492.38,284.27,208.29,241.04,31.44,42.40,-76.32,541.27,541.27
185.70,133659.89,116224.51,258.07,272.48,351.08,78.60,159.00,-74.20,476.86,407.93
185.90,142681.64,126071.77,167.68,28.82,174.23,2.62,258.64,33.92,472.34,560.48
186.10,163771.80,155056.83,322.26,218.77,275.10,26.20,358.28,21.20,534.49,525.45
186.60,138470.16,108807.29,301.30,121.83,252.83,-49.78,107.06,90.10,499.46,563.87
186.60,163360.47,140902.28,234.49,180.78,166.37,23.58,126.14,71.02,663.31,623.76
186.80,77247.17,16861.01,98.25,18.34,26.20,-9.17,3.18,46.64,64.41,114.13
186.90,131883.58,115218.42,281.65,72.05,243.66,70.74,190.80,37.10,444.09,494.94
187.00,123886.49,112331.19,172.92,166.37,227.94,-11.79,231.08,67.84,357.08,465.56
187.00,120342.95,82436.98,125.76,186.02,265.93,70.74,-16.96,8.48,351.43,298.32
187.00,44506.28,24481.28,119.21,49.78,26.20,-28.82,98.58,21.20,155.94,164.98
187.20,132460.52,79860.22,284.27,127.07,28.82,44.54,43.46,-134.62,274.59,316.40
187.70,156954.98,205491.83,348.46,385.14,385.14,79.91,238.50,90.10,804.56,815.86
187.70,103881.05,46499.76,70.74,212.22,103.49,-15.72,15.90,29.68,213.57,275.72
188.20,106432.70,108149.66,343.22,201.74,238.42,-6.55,119.78,114.48,441.83,446.35
188.30,194408.77,179480.47,390.38,290.82,852.81,-60.26,188.68,-42.40,760.49,724.33
188.50,131069.13,67447.97,406.10,334.05,263.31,28.82,97.52,59.36,336.74,586.47
188.50,131768.91,104649.34,154.58,151.96,225.32,-23.58,164.30,19.08,383.07,492.68
188.60,154435.19,167547.69,299.99,176.85,286.89,-9.17,313.76,-24.38,655.40,639.58
